File_Number,Count,Percentage,Alleles
680,2270,100.00,1
127,2270,100.00,1
709,2270,100.00,1
368,0,0.00,1
72,2270,100.00,1
184,0,0.00,1
623,2270,100.00,1
997,2270,100.00,1
242,0,0.00,1
946,0,0.00,1
534,0,0.00,1
293,0,0.00,1
155,0,0.00,1
599,2270,100.00,1
548,2270,100.00,1
129,2270,100.00,1
410,2270,100.00,1
862,2270,100.00,1
707,2270,100.00,1
366,0,0.00,1
658,2270,100.00,1
239,0,0.00,1
689,0,0.00,1
865,2270,100.00,1
417,2270,100.00,1
700,0,0.00,1
361,209,9.21,2
624,0,0.00,1
183,2270,100.00,1
75,0,0.00,1
245,2270,100.00,1
990,0,0.00,1
294,2270,100.00,1
533,2270,100.00,1
941,2270,100.00,1
152,2270,100.00,1
819,0,0.00,1
908,0,0.00,1
354,0,0.00,1
881,2270,100.00,1
735,0,0.00,1
385,2270,100.00,1
850,2270,100.00,1
422,2270,100.00,1
91,2270,100.00,1
167,0,0.00,2
506,2270,100.00,1
974,0,0.00,1
270,0,0.00,1
611,0,0.00,1
40,0,0.00,1
328,2270,100.00,1
749,0,0.00,1
798,2270,100.00,1
160,0,0.00,1
96,2270,100.00,1
973,0,0.00,1
501,2270,100.00,1
277,2270,100.00,1
47,2270,100.00,1
616,2270,100.00,1
488,2270,100.00,1
459,2270,100.00,1
886,2270,100.00,1
353,2270,100.00,1
732,2270,100.00,1
425,2270,100.00,1
857,2270,100.00,1
382,0,0.00,1
98,2270,100.00,1
279,2270,100.00,1
618,2270,100.00,1
49,0,0.00,1
321,2270,100.00,1
486,0,0.00,1
740,0,0.00,1
791,2270,100.00,1
457,0,0.00,1
825,2270,100.00,1
112,2270,100.00,1
901,2270,100.00,1
573,2270,100.00,1
205,2270,100.00,1
664,2270,100.00,1
35,0,0.00,1
888,2270,100.00,1
859,0,0.00,1
115,2270,100.00,1
574,2270,100.00,1
906,2270,100.00,1
202,0,0.00,1
32,2270,100.00,1
663,0,0.00,1
169,2270,100.00,1
508,2270,100.00,1
481,2270,100.00,1
326,2270,100.00,1
747,0,0.00,1
796,2270,100.00,1
822,2270,100.00,1
450,0,0.00,1
409,0,0.00,1
923,2270,100.00,1
551,2270,100.00,1
130,0,0.00,1
697,2270,100.00,1
17,2270,100.00,1
646,2270,100.00,1
580,0,0.00,1
227,0,0.00,1
762,2270,100.00,1
303,2270,100.00,1
475,0,0.00,1
807,2270,100.00,1
9,0,0.00,1
765,2270,100.00,1
304,0,0.00,1
800,0,0.00,1
472,0,0.00,1
958,2270,100.00,1
989,2270,100.00,1
719,2270,100.00,1
378,2270,100.00,1
556,2270,100.00,1
924,2270,100.00,1
690,0,0.00,1
137,2270,100.00,1
641,2270,100.00,1
10,2270,100.00,1
220,0,0.00,1
587,2270,100.00,1
524,0,0.00,1
956,2270,100.00,1
283,2270,100.00,1
145,2270,100.00,1
62,2270,100.00,1
194,2270,100.00,1
633,0,0.00,1
987,2270,100.00,1
252,2270,100.00,1
717,0,0.00,1
376,2270,100.00,1
872,0,0.00,1
400,2270,100.00,1
558,0,0.00,1
139,0,0.00,1
589,0,0.00,1
710,2270,100.00,1
371,2270,100.00,1
407,2270,100.00,1
875,2270,100.00,1
699,0,0.00,1
648,2270,100.00,1
19,0,0.00,1
229,0,0.00,1
809,0,0.00,1
284,2270,100.00,1
951,2270,100.00,1
7,0,0.00,1
523,2270,100.00,1
142,2270,100.00,1
634,0,0.00,1
193,0,0.00,1
65,2270,100.00,1
255,2270,100.00,1
980,2270,100.00,1
395,2270,100.00,1
432,2270,100.00,1
840,0,0.00,1
344,0,0.00,1
891,2270,100.00,1
725,2270,100.00,1
918,0,0.00,1
788,2270,100.00,1
338,2270,100.00,1
759,0,0.00,1
260,2270,100.00,1
601,2270,100.00,1
50,0,0.00,1
81,2270,100.00,1
177,2270,100.00,1
964,2270,100.00,1
516,2270,100.00,1
449,2270,100.00,1
498,2270,100.00,1
267,0,0.00,1
57,0,0.00,1
606,0,0.00,1
170,0,0.00,1
86,0,0.00,1
511,2270,100.00,1
963,2270,100.00,1
847,0,0.00,1
435,0,0.00,1
392,2270,100.00,1
896,2270,100.00,1
343,2270,100.00,1
722,2270,100.00,1
781,2270,100.00,1
835,0,0.00,1
447,2270,100.00,1
331,0,0.00,1
496,2270,100.00,1
750,2270,100.00,1
269,0,0.00,1
608,2270,100.00,1
59,0,0.00,1
88,0,0.00,1
849,0,0.00,1
898,2270,100.00,1
215,2270,100.00,1
674,0,0.00,1
25,0,0.00,1
102,2270,100.00,1
563,2270,100.00,1
911,0,0.00,1
212,0,0.00,1
22,0,0.00,1
673,2270,100.00,1
105,2270,100.00,1
916,0,0.00,1
564,0,0.00,1
786,0,0.00,1
440,2270,100.00,1
832,2270,100.00,1
491,2270,100.00,1
336,2270,100.00,1
757,0,0.00,1
179,0,0.00,1
518,0,0.00,1
114,0,0.00,1
575,2270,100.00,1
907,0,0.00,1
203,2270,100.00,1
33,0,0.00,1
662,0,0.00,1
168,0,0.00,1
509,0,0.00,1
327,2270,100.00,1
480,2270,100.00,1
746,0,0.00,1
797,2270,100.00,1
823,0,0.00,1
451,2270,100.00,1
99,0,0.00,1
278,2270,100.00,1
619,0,0.00,1
48,2270,100.00,1
487,2270,100.00,1
320,2270,100.00,1
741,2270,100.00,1
790,2270,100.00,1
456,2270,100.00,1
824,2270,100.00,1
113,2270,100.00,1
900,2270,100.00,1
572,2270,100.00,1
204,2270,100.00,1
665,2270,100.00,1
34,2270,100.00,1
889,2270,100.00,1
858,2270,100.00,1
161,2270,100.00,1
97,2270,100.00,1
972,2270,100.00,1
500,2270,100.00,1
276,0,0.00,1
46,2270,100.00,1
617,2270,100.00,1
489,0,0.00,1
458,0,0.00,1
352,2270,100.00,1
887,2270,100.00,1
733,2270,100.00,1
383,2270,100.00,1
424,0,0.00,1
856,2270,100.00,1
909,2270,100.00,1
880,2270,100.00,1
355,0,0.00,1
734,2270,100.00,1
851,0,0.00,1
423,0,0.00,1
384,0,0.00,1
90,0,0.00,1
166,2270,100.00,1
507,2270,100.00,1
975,0,0.00,1
271,0,0.00,1
610,2270,100.00,1
41,2270,100.00,1
329,2270,100.00,1
748,2270,100.00,1
799,2270,100.00,1
659,2270,100.00,1
238,2270,100.00,1
688,2270,100.00,1
864,2270,100.00,1
416,2270,100.00,1
701,2270,100.00,1
360,2270,100.00,1
182,2270,100.00,1
625,2270,100.00,1
74,0,0.00,1
991,0,0.00,1
244,2270,100.00,1
532,0,0.00,1
940,0,0.00,1
295,2270,100.00,1
153,2270,100.00,1
818,0,0.00,1
73,0,0.00,1
622,0,0.00,1
185,0,0.00,1
243,0,0.00,1
996,0,0.00,1
292,2270,100.00,1
947,0,0.00,1
535,2270,100.00,1
154,2270,100.00,1
598,2270,100.00,1
549,2270,100.00,1
128,2270,100.00,1
411,0,0.00,1
863,2270,100.00,1
706,2270,100.00,1
367,0,0.00,1
998,0,0.00,1
949,2270,100.00,1
463,2270,100.00,1
811,0,0.00,1
774,2270,100.00,1
315,2270,100.00,1
650,2270,100.00,1
596,2270,100.00,1
231,2270,100.00,1
935,2270,100.00,1
547,0,0.00,1
126,2270,100.00,1
681,0,0.00,1
708,2270,100.00,1
369,0,0.00,1
657,0,0.00,1
236,0,0.00,1
591,2270,100.00,1
540,2270,100.00,1
932,0,0.00,1
686,0,0.00,1
121,2270,100.00,1
418,0,0.00,1
816,2270,100.00,1
464,2270,100.00,1
773,2270,100.00,1
312,0,0.00,1
742,0,0.00,1
484,0,0.00,1
323,2270,100.00,1
827,2270,100.00,1
455,0,0.00,1
793,2270,100.00,1
571,2270,100.00,1
903,2270,100.00,1
110,0,0.00,1
37,2270,100.00,1
666,0,0.00,1
207,2270,100.00,1
429,2270,100.00,1
904,2270,100.00,1
576,0,0.00,1
117,2270,100.00,1
661,2270,100.00,1
30,0,0.00,1
200,2270,100.00,1
739,2270,100.00,1
358,2270,100.00,1
389,0,0.00,1
978,0,0.00,1
745,0,0.00,1
324,2270,100.00,1
483,0,0.00,1
452,2270,100.00,1
820,0,0.00,1
794,0,0.00,1
578,2270,100.00,1
119,2270,100.00,1
737,0,0.00,1
883,2270,100.00,1
356,2270,100.00,1
420,0,0.00,1
852,2270,100.00,1
387,2270,100.00,1
976,2270,100.00,1
504,2270,100.00,1
165,2270,100.00,1
93,2270,100.00,1
42,0,0.00,1
613,2270,100.00,1
272,2270,100.00,1
503,0,0.00,1
971,0,0.00,1
94,0,0.00,1
162,2270,100.00,1
614,2270,100.00,1
45,2270,100.00,1
275,2270,100.00,1
829,2270,100.00,1
668,0,0.00,1
39,2270,100.00,1
209,2270,100.00,1
730,2270,100.00,1
351,2270,100.00,1
884,0,0.00,1
380,0,0.00,1
855,2270,100.00,1
427,2270,100.00,1
240,0,0.00,1
995,2270,100.00,1
621,2270,100.00,1
186,0,0.00,1
70,0,0.00,1
157,2270,100.00,1
291,0,0.00,1
536,2270,100.00,1
944,2270,100.00,1
318,2270,100.00,1
779,2270,100.00,1
938,2270,100.00,1
860,0,0.00,1
412,2270,100.00,1
364,2270,100.00,1
705,0,0.00,1
415,2270,100.00,1
867,2270,100.00,1
363,2270,100.00,1
702,2270,100.00,1
992,0,0.00,1
247,2270,100.00,1
77,0,0.00,1
181,2270,100.00,1
626,2270,100.00,1
150,2270,100.00,1
943,2270,100.00,1
531,0,0.00,1
296,0,0.00,1
469,2270,100.00,1
235,2270,100.00,1
592,0,0.00,1
654,0,0.00,1
685,2270,100.00,1
122,2270,100.00,1
931,2270,100.00,1
543,2270,100.00,1
869,2270,100.00,1
249,2270,100.00,1
628,2270,100.00,1
79,2270,100.00,1
298,0,0.00,1
467,0,0.00,1
815,0,0.00,1
311,2270,100.00,1
770,0,0.00,1
188,2270,100.00,1
159,2270,100.00,1
538,2270,100.00,1
812,2270,100.00,1
460,2270,100.00,1
316,2270,100.00,1
777,0,0.00,1
595,2270,100.00,1
232,2270,100.00,1
653,0,0.00,1
125,2270,100.00,1
682,0,0.00,1
544,0,0.00,1
936,2270,100.00,1
307,2270,100.00,1
766,237,10.44,2
471,2270,100.00,1
803,110,4.85,2
148,0,0.00,1
529,2270,100.00,1
199,2270,100.00,1
693,2270,100.00,1
134,2270,100.00,1
927,2270,100.00,1
555,0,0.00,1
223,2270,100.00,1
584,2270,100.00,1
13,2270,100.00,1
642,0,0.00,1
878,2270,100.00,1
133,0,0.00,1
694,2270,100.00,1
552,2270,100.00,1
920,2270,100.00,1
583,0,0.00,1
224,2270,100.00,1
645,2270,100.00,1
14,2270,100.00,1
300,0,0.00,1
761,0,0.00,1
804,2270,100.00,1
476,0,0.00,1
289,0,0.00,1
258,2270,100.00,1
639,2270,100.00,1
68,2270,100.00,1
372,2270,100.00,1
713,0,0.00,1
876,2270,100.00,1
404,0,0.00,1
478,0,0.00,1
141,2270,100.00,1
287,2270,100.00,1
520,2270,100.00,1
952,0,0.00,1
4,2270,100.00,1
256,0,0.00,1
983,2270,100.00,1
66,2270,100.00,1
637,2270,100.00,1
190,2270,100.00,1
309,2270,100.00,1
768,2270,100.00,1
146,2270,100.00,1
3,2270,100.00,1
955,2270,100.00,1
527,0,0.00,1
280,0,0.00,1
984,0,0.00,1
251,0,0.00,1
197,0,0.00,1
630,0,0.00,1
61,2270,100.00,1
375,2270,100.00,1
714,0,0.00,1
403,2270,100.00,1
871,2270,100.00,1
929,2270,100.00,1
838,2270,100.00,1
605,2270,100.00,1
54,0,0.00,1
264,2270,100.00,1
960,2270,100.00,1
512,0,0.00,1
85,2270,100.00,1
173,0,0.00,1
436,2270,100.00,1
844,0,0.00,1
391,2270,100.00,1
721,2270,100.00,1
895,0,0.00,1
340,2270,100.00,1
679,0,0.00,1
28,0,0.00,1
218,0,0.00,1
396,0,0.00,1
843,2270,100.00,1
431,2270,100.00,1
726,2270,100.00,1
347,2270,100.00,1
892,2270,100.00,1
569,2270,100.00,1
108,2270,100.00,1
53,2270,100.00,1
602,2270,100.00,1
263,0,0.00,1
515,0,0.00,1
967,2270,100.00,1
174,0,0.00,1
82,2270,100.00,1
398,2270,100.00,1
728,0,0.00,1
349,0,0.00,1
670,0,0.00,1
21,0,0.00,1
211,0,0.00,1
567,2270,100.00,1
915,2270,100.00,1
106,0,0.00,1
831,0,0.00,1
443,0,0.00,1
785,2270,100.00,1
754,2270,100.00,1
492,0,0.00,1
335,0,0.00,1
969,2270,100.00,1
444,2270,100.00,1
836,0,0.00,1
782,0,0.00,1
753,2270,100.00,1
332,2270,100.00,1
495,2270,100.00,1
438,0,0.00,1
26,2270,100.00,1
677,0,0.00,1
216,2270,100.00,1
912,0,0.00,1
560,2270,100.00,1
101,2270,100.00,1
189,0,0.00,1
158,2270,100.00,1
539,2270,100.00,1
813,2270,100.00,1
461,0,0.00,1
317,0,0.00,1
776,0,0.00,1
233,2270,100.00,1
594,2270,100.00,1
652,0,0.00,1
683,2270,100.00,1
124,2270,100.00,1
545,2270,100.00,1
937,2270,100.00,1
593,2270,100.00,1
234,2270,100.00,1
655,2270,100.00,1
123,2270,100.00,1
684,0,0.00,1
930,2270,100.00,1
542,2270,100.00,1
868,2270,100.00,1
248,0,0.00,1
629,0,0.00,1
78,2270,100.00,1
299,0,0.00,1
466,0,0.00,1
814,2270,100.00,1
310,2270,100.00,1
771,2270,100.00,1
414,2270,100.00,1
866,2270,100.00,1
362,2270,100.00,1
703,0,0.00,1
246,0,0.00,1
993,2270,100.00,1
76,0,0.00,1
627,2270,100.00,1
180,2270,100.00,1
151,2270,100.00,2
297,2270,100.00,1
942,2270,100.00,1
530,0,0.00,1
468,0,0.00,1
994,2270,100.00,1
241,0,0.00,1
187,2270,100.00,1
620,0,0.00,1
71,2270,100.00,1
156,2270,100.00,1
537,0,0.00,1
945,0,0.00,1
290,2270,100.00,1
319,0,0.00,1
778,0,0.00,1
939,2270,100.00,1
861,2270,100.00,1
413,2270,100.00,1
365,0,0.00,1
704,0,0.00,1
502,2270,100.00,1
970,2270,100.00,1
95,2270,100.00,1
163,2270,100.00,1
615,2270,100.00,1
44,2270,100.00,1
274,2270,100.00,1
828,2270,100.00,1
669,2270,100.00,1
38,0,0.00,1
208,0,0.00,1
731,2270,100.00,1
885,0,0.00,1
350,0,0.00,1
854,2270,100.00,1
426,2270,100.00,1
381,2270,100.00,1
579,2270,100.00,1
118,2270,100.00,1
736,0,0.00,1
357,2270,100.00,1
882,0,0.00,1
386,0,0.00,1
421,0,0.00,1
853,0,0.00,1
977,0,0.00,1
505,2270,100.00,1
164,2270,100.00,1
92,0,0.00,1
43,2270,100.00,1
612,2270,100.00,1
273,2270,100.00,1
905,0,0.00,1
577,0,0.00,1
116,0,0.00,1
660,0,0.00,1
31,2270,100.00,1
201,2270,100.00,1
738,2270,100.00,1
359,2270,100.00,1
388,1,0.04,2
979,0,0.00,1
744,2270,100.00,1
482,2270,100.00,1
325,0,0.00,1
453,0,0.00,1
821,1,0.04,2
795,2270,100.00,1
743,2270,100.00,1
322,2270,100.00,1
485,2270,100.00,1
826,0,0.00,1
454,0,0.00,1
792,2270,100.00,1
570,0,0.00,1
902,2270,100.00,1
111,2270,100.00,1
36,2270,100.00,1
667,2270,100.00,1
206,0,0.00,1
428,0,0.00,1
445,2270,100.00,1
837,0,0.00,1
783,2270,100.00,1
752,2270,100.00,1
494,2270,100.00,1
333,2270,100.00,1
439,2270,100.00,1
27,2270,100.00,1
676,0,0.00,1
217,2270,100.00,1
913,2270,100.00,1
561,0,0.00,1
100,2270,100.00,1
399,2270,100.00,1
729,0,0.00,1
348,0,0.00,1
671,2270,100.00,1
20,2270,100.00,1
210,2270,100.00,1
566,2270,100.00,1
914,0,0.00,1
107,0,0.00,1
830,0,0.00,1
442,0,0.00,1
784,0,0.00,1
755,2270,100.00,1
334,2270,100.00,1
493,0,0.00,1
968,2270,100.00,1
842,2270,100.00,1
430,0,0.00,1
397,2270,100.00,1
727,2270,100.00,1
893,2270,100.00,1
346,0,0.00,1
568,2270,100.00,1
109,0,0.00,1
52,2270,100.00,1
603,2270,100.00,1
262,0,0.00,1
514,2270,100.00,1
966,2270,100.00,1
175,0,0.00,1
83,2270,100.00,1
839,2270,100.00,1
604,2270,100.00,1
55,2270,100.00,1
265,2270,100.00,1
961,2270,100.00,1
513,0,0.00,1
84,2270,100.00,1
172,2270,100.00,1
390,0,0.00,1
437,2270,100.00,1
845,2270,100.00,1
720,2270,100.00,1
341,2270,100.00,1
894,0,0.00,1
678,2270,100.00,1
29,2270,100.00,1
219,2270,100.00,1
308,2270,100.00,1
769,2270,100.00,1
147,0,0.00,1
281,2270,100.00,1
954,2270,100.00,1
2,2270,100.00,1
526,0,0.00,1
250,0,0.00,1
985,0,0.00,1
631,0,0.00,1
196,2270,100.00,1
60,0,0.00,1
374,0,0.00,1
715,2270,100.00,1
402,2270,100.00,1
870,2270,100.00,1
928,2270,100.00,1
373,2270,100.00,1
712,2270,100.00,1
877,0,0.00,1
405,2270,100.00,1
479,2270,100.00,1
140,2270,100.00,1
521,2270,100.00,1
5,2270,100.00,1
953,2270,100.00,1
286,2270,100.00,1
982,2270,100.00,1
257,2270,100.00,1
67,0,0.00,1
191,2270,100.00,1
636,0,0.00,1
879,0,0.00,1
695,2270,100.00,1
132,2270,100.00,1
553,2270,100.00,1
921,0,0.00,1
225,0,0.00,1
582,2270,100.00,1
644,0,0.00,1
15,2270,100.00,1
301,2270,100.00,1
760,2270,100.00,1
805,2270,100.00,1
477,2270,100.00,1
288,0,0.00,1
259,2270,100.00,1
638,2270,100.00,1
69,0,0.00,1
306,0,0.00,1
767,0,0.00,1
470,0,0.00,1
802,2270,100.00,1
149,0,0.00,1
528,0,0.00,1
198,0,0.00,1
135,0,0.00,1
692,2270,100.00,1
926,2270,100.00,1
554,2270,100.00,1
585,2270,100.00,1
222,2270,100.00,1
12,2270,100.00,1
643,2270,100.00,1
